Cluster Composition,Cluster Ancestor,Representative sequence,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  ,Is the orientation ncKwa?,Any other defence system on same loci?,Other systems present,Remarks,Phylum,Order
1 member(s) 1 organism(s),GNS bacteria,MAG: hypothetical protein OJF49_001055 [Ktedonobacterales bacterium],184,184,99%,1.00E-51,12.58,386,WIG58310.1,No,N/A ,,,Chloroflexota,Ktedonobacterales
7 member(s) 4 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Staphylococcus epidermidis],181,181,98%,2.00E-51,21.07,296,WP_049315914.1,Yes,No,,,Bacillota,Bacillales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Thermoanaerobacterium thermosulfurigenes],181,181,99%,3.00E-51,23.62,314,WP_435620107.1,No,N/A ,,,Bacillota,Thermoanaerobacterales
1 member(s) 1 organism(s),bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Leptospira terpstrae],181,181,99%,5.00E-51,12.54,331,WP_002974103.1,No,N/A ,,,Spirochaetota,Leptospirales
1 member(s) 1 organism(s),CFB group bacteria,DUF4868 domain-containing protein [Paludibacteraceae bacterium],181,181,99%,8.00E-51,13.9,344,MBQ6724433.1,No,N/A ,,,Bacteroidota,Bacteroidales
1 member(s) 1 organism(s),bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Corallococcus coralloides],180,180,91%,8.00E-51,16.43,316,WP_404367878.1,No,N/A ,,,Myxococcota,Myxococcales
1 member(s) 1 organism(s),CFB group bacteria,DUF4868 domain-containing protein [Bacteroidota bacterium],181,181,99%,9.00E-51,13.33,343,MBS1942204.1,No,N/A ,,,Bacteroidota,unclassified Bacteroidota
1 member(s) 1 organism(s),GNS bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Ktedonobacteraceae bacterium],178,178,80%,1.00E-50,18.55,261,MGH2481771.1,N/A,N/A ,,,Chloroflexota,Ktedonobacterales
1 member(s) 1 organism(s),CFB group bacteria,DUF4868 domain-containing protein [Bacteroidales bacterium],180,180,91%,1.00E-50,12.71,311,MCC8117224.1,No,N/A ,,,Bacteroidota,Bacteroidales
1 member(s) 1 organism(s),GNS bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Dictyobacter vulcani],180,180,96%,1.00E-50,12.79,337,WP_151755977.1,No,N/A ,,,Chloroflexota,Ktedonobacterales
1 member(s) 1 organism(s),CFB group bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [uncultured Bacteroides sp.],180,180,94%,1.00E-50,13.5,333,WP_288840485.1,No,N/A ,,,Bacteroidota,Bacteroidales
1 member(s) 1 organism(s),,Kiwa anti-phage protein KwaB-like domain-containing protein [Clostridium sp. DL1XJH146],179,179,98%,2.00E-50,27.91,297,WP_461206943.1,Yes,No,,,Bacillota,Eubacteriales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Macrococcoides canis],179,179,99%,2.00E-50,23.1,301,WP_254253886.1,Yes,Yes,RM type IIG,,Bacillota,Bacillales
2 member(s) 2 organism(s),CFB group bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Dysgonomonas mossii],180,180,99%,2.00E-50,16.12,343,WP_006841580.1,No,N/A ,,,Bacteroidota,Bacteroidales
6 member(s) 4 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Staphylococcus coagulans],179,179,99%,3.00E-50,23.45,306,WP_214967758.1,N/A,N/A,,Seems to only have ncKwaB,Bacillota,Bacillales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Ligilactobacillus animalis],176,176,81%,4.00E-50,23.89,245,WP_136363768.1,Yes,No,,,Bacillota,Lactobacillales
1 member(s) 1 organism(s),a-proteobacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Brevundimonas nasdae],179,179,95%,4.00E-50,14.67,323,WP_084140270.1,No,N/A ,,,Pseudomonadota,Caulobacterales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Halanaerobium saccharolyticum],178,178,99%,4.00E-50,20.39,312,WP_133514220.1,No,N/A ,,,Bacillota,Halanaerobiales
2 member(s) 1 organism(s),E. coli,Kiwa anti-phage protein KwaB-like domain-containing protein [Escherichia coli],177,177,84%,4.00E-50,13.52,286,HHU8877061.1,No,N/A,,,Pseudomonadota,Enterobacterales
1 member(s) 1 organism(s),CFB group bacteria,MULTISPECIES: Kiwa anti-phage protein KwaB-like domain-containing protein [Bacteroides],176,176,73%,4.00E-50,13.56,245,WP_249938123.1,N/A,N/A,,Seems to only have ncKwaB,Bacteroidota,Bacteroidales
1 member(s) 1 organism(s),g-proteobacteria,MULTISPECIES: Kiwa anti-phage protein KwaB-like domain-containing protein [Pasteurellaceae],179,179,99%,5.00E-50,13.95,343,WP_211597762.1,No,N/A,,,Pseudomonadota,Pasteurellales
4 member(s) 1 organism(s),actinobacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Gaiellaceae bacterium],177,177,88%,1.00E-49,15.27,323,MFL6068639.1,No,N/A,,,Actinomycetota,Gaiellales
1 member(s) 1 organism(s),archaea,DUF4868 domain-containing protein [Candidatus Pacearchaeota archaeon],177,177,99%,1.00E-49,19.16,319,MBS3075049.1,N/A,N/A,,Seems to only have ncKwaB,unclassified Candidatus Pacearchaeota,unclassified Candidatus Pacearchaeota
1 member(s) 1 organism(s),CFB group bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Phocaeicola massiliensis],176,176,84%,1.00E-49,12.94,286,WP_250804681.1,No,N/A,,,Bacteroidota,Bacteroidales
1 member(s) 1 organism(s),CFB group bacteria,DUF4868 domain-containing protein [Bacteroidales bacterium],177,177,99%,2.00E-49,12.9,315,MDX9694201.1,No,N/A,,,Bacteroidota,Bacteroidales
4 member(s) 3 organism(s),CFB group bacteria,DUF4868 domain-containing protein [Bacteroidota bacterium],177,177,100%,2.00E-49,16.4,322,NLN25470.1,No,N/A,,,Bacteroidota,unclassified Bacteroidota
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Clostridioides difficile],173,173,67%,2.00E-49,34.47,205,WP_236877474.1,Yes,No,,,Bacillota,Peptostreptococcales
1 member(s) 1 organism(s),bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Nitrospiraceae bacterium],176,176,90%,3.00E-49,15.58,315,HET8579744.1,No,N/A,,,Nitrospiriota,Nitrospirales
1 member(s) 1 organism(s),CFB group bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Marivirga atlantica],177,177,99%,3.00E-49,14.11,339,WP_201918534.1,No,N/A,,,Bacteroidota,Cytophagales
1 member(s) 1 organism(s),CFB group bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Paraflavisolibacter caeni],177,177,99%,3.00E-49,10.27,336,WP_279296763.1,No,N/A,,,Bacteroidota,Chitinophagales
1 member(s) 1 organism(s),CFB group bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Segatella sp.],175,175,88%,4.00E-49,12.54,305,WP_418639897.1,No,N/A,,,Bacteroidota,Bacteroidales
1 member(s) 1 organism(s),actinobacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Actinomycetota bacterium],172,172,65%,4.00E-49,19.7,204,MGH2702474.1,N/A,N/A,,Seems to only have ncKwaB,Actinomycetota,unclassified Actinomycetota
2 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Tumebacillus avium],175,175,92%,4.00E-49,18.86,306,WP_157722055.1,N/A,N/A,,Seems to only have ncKwaB,Bacillota,Bacillales
1 member(s) 1 organism(s),firmicutes,hypothetical protein LSPH26S_01838 [Lysinibacillus sphaericus],175,175,84%,4.00E-49,22.31,287,CAM5194004.1,Yes,No,,ncKwaA broken into two,Bacillota,Bacillales
1 member(s) 1 organism(s),firmicutes,DUF4868 domain-containing protein [Clostridium felsineum],175,175,98%,4.00E-49,26.25,297,WP_257675716.1,Yes,No,,,Bacillota,Eubacteriales
1 member(s) 1 organism(s),bacteria,DUF4868 domain-containing protein [Armatimonadota bacterium],173,173,68%,4.00E-49,17.79,221,MDQ3815238.1,N/A,N/A,,Seems to only have ncKwaB,Armatimonadota,unclassified Armatimonadota
1 member(s) 1 organism(s),bacteria,DUF4868 domain-containing protein [Nitrospirota bacterium],172,172,66%,4.00E-49,19.5,215,MDP2754567.1,N/A,N/A,,Seems to only have ncKwaB,Nitrospiriota,unclassified Nitrospirota
8 member(s) 8 organism(s),RNA similarity group I,Kiwa anti-phage protein KwaB-like domain-containing protein [Pseudomonas sp. Eqa60],176,176,99%,6.00E-49,14.24,336,WP_212805943.1,No,N/A,,,Pseudomonadota,Pseudomonadales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Clostridium grantii],175,175,98%,7.00E-49,24.92,297,WP_073336541.1,Yes,No,,,Bacillota,Eubacteriales
1 member(s) 1 organism(s),high G+C Gram-positive bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Plantibacter sp. VKM Ac-2885],175,175,98%,8.00E-49,13.03,326,WP_194645369.1,No,N/A,,,Actinomycetota,Micrococcales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Fructilactobacillus ixorae],175,175,99%,8.00E-49,24.34,303,WP_252780571.1,Yes,No,,,Bacillota,Lactobacillales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Enterococcus entomosocium],175,175,100%,8.00E-49,16.61,315,WP_301405349.1,Yes,No,,,Bacillota,Lactobacillales
1 member(s) 1 organism(s),bacteria,DUF4868 domain-containing protein [Candidatus Delongbacteria bacterium],175,175,100%,9.00E-49,15.97,314,MDA3885885.1,No,N/A,,,Candidatus Delongiibacteriota,unclassified Candidatus Delongiibacteriota
1 member(s) 1 organism(s),GNS bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Ktedonobacteraceae bacterium],175,175,97%,1.00E-48,13.08,340,MHH6887252.1,No,N/A,,,Chloroflexota,Ktedonobacterales
1 member(s) 1 organism(s),GNS bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Ktedonobacteraceae bacterium],170,170,60%,1.00E-48,24.86,188,HEV7236148.1,N/A,N/A,,Seems to only have ncKwaB,Chloroflexota,Ktedonobacterales
3 member(s) 2 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Lacticaseibacillus paracasei],174,174,99%,1.00E-48,22.9,311,WP_123156374.1,Yes,No,,,Bacillota,Lactobacillales
1 member(s) 1 organism(s),firmicutes,DUF4868 domain-containing protein [Staphylococcus ureilyticus],174,174,98%,1.00E-48,19.73,296,WP_262561844.1,Yes,No,,,Bacillota,Bacillales
1 member(s) 1 organism(s),actinobacteria,DUF4868 domain-containing protein [Actinomycetota bacterium],175,175,99%,1.00E-48,18.27,321,MCB9012006.1,N/A,N/A,,Seems to only have ncKwaB,Actinomycetota,unclassified Actinomycetota
1 member(s) 1 organism(s),bacteria,DUF4868 domain-containing protein [Deltaproteobacteria bacterium],174,174,100%,2.00E-48,16.19,316,MDA3918589.1,No,N/A ,,,Myxococcota,unclassified Myxococcia
1 member(s) 1 organism(s),CFB group bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Marivirga arenosa],175,175,99%,2.00E-48,13.6,339,WP_322348282.1,No,N/A,,,Bacteroidota,Cytophagales
3 member(s) 2 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Limosilactobacillus mucosae],174,174,100%,2.00E-48,26.06,308,WP_143112915.1,Yes,No,,,Bacillota,Lactobacillales
1 member(s) 1 organism(s),Staphylococcus group,MULTISPECIES: Kiwa anti-phage protein KwaB-like domain-containing protein [Staphylococcaceae],173,173,100%,3.00E-48,21.31,301,WP_069826398.1,Yes,Yes,RM type IIG & DMS other,,Bacillota,Bacillales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Lacticaseibacillus suilingensis],170,170,72%,3.00E-48,30.14,222,WP_204119870.1,Yes,No,,,Bacillota,Lactobacillales
4 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Listeria booriae],173,173,99%,3.00E-48,20.06,310,WP_185402557.1,Yes,No,,,Bacillota,Bacillales
3 member(s) 3 organism(s),CFB group bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Arenibacter nanhaiticus],174,174,100%,4.00E-48,15.46,322,WP_072766057.1,No,N/A,,,Bacteroidota,Flavobacteriales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Sporolactobacillus vineae],171,171,80%,4.00E-48,27.13,245,WP_010632859.1,Yes,No,,,Bacillota,Bacillales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Peptostreptococcaceae bacterium],172,172,98%,4.00E-48,22.19,298,MGL5692886.1,Yes,Yes,DMS other & PDC-M08,,Bacillota,Peptostreptococcales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Desulfosporosinus sp. SYSU MS00001],173,173,99%,5.00E-48,15.16,315,WP_426381306.1,No,N/A,,,Bacillota,Eubacteriales
7 member(s) 3 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Enterococcus faecium],172,172,100%,8.00E-48,15.34,315,WP_073463283.1,Yes,No,,,Bacillota,Lactobacillales
1 member(s) 1 organism(s),archaea,DUF4868 domain-containing protein [Nitrososphaerota archaeon],173,173,99%,8.00E-48,13.51,345,MCL5068846.1,No,N/A,,,Nitrososphaerota,unclassified Nitrososphaerota
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Mammaliicoccus sciuri],172,172,98%,9.00E-48,19.67,297,WP_217843797.1,Yes,No,,,Bacillota,Bacillales
1 member(s) 1 organism(s),firmicutes,DUF4868 domain-containing protein [Listeria monocytogenes],171,171,90%,9.00E-48,22.1,278,EDN7395587.1,Yes,No,,,Bacillota,Bacillales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Veillonella caviae],171,171,83%,1.00E-47,36.36,267,WP_321062287.1,Yes,No,,,Bacillota,Veillonellales
1 member(s) 1 organism(s),high G+C Gram-positive bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Jatrophihabitans sp.],172,172,91%,1.00E-47,12.68,324,HZC73387.1,No,N/A,,,Actinomycetota,Jatrophihabitantales
1 member(s) 1 organism(s),archaea,DUF4868 domain-containing protein [Nanobdellota archaeon],172,172,99%,2.00E-47,16.67,319,MBU1198880.1,No,N/A,,,Nanobdellota,unclassified Nanobdellota
1 member(s) 1 organism(s),viruses,hypothetical protein PSEJRHND_CDS0087 [Mammaliicoccus phage phi6223],169,169,80%,2.00E-47,28.16,246,XVB83216.1,Yes,No,,,unclassified bacterial viruses,unclassified bacterial viruses
3 member(s) 2 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Limosilactobacillus reuteri],171,171,100%,2.00E-47,25.73,307,WP_094542324.1,Yes,No,,,Bacillota,Lactobacillales
3 member(s) 2 organism(s),high G+C Gram-positive bacteria,hypothetical protein [Jatrophihabitans sp.],172,172,90%,2.00E-47,10.28,325,MCW2596039.1,No,N/A,,,Actinomycetota,Jatrophihabitantales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Enterococcus xiangfangensis],172,172,99%,2.00E-47,18.47,317,WP_311829265.1,Yes,No,,,Bacillota,Lactobacillales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Listeria seeligeri],170,170,93%,2.00E-47,20.98,287,WP_270995648.1,Yes,No,,,Bacillota,Bacillales
2 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Listeria booriae],171,171,99%,2.00E-47,22.83,308,WP_185407359.1,Yes,No,,,Bacillota,Bacillales
1 member(s) 1 organism(s),actinobacteria,DUF4868 domain-containing protein [Actinomycetota bacterium],171,171,96%,2.00E-47,14.09,319,MDP8929564.1,No,N/A,,,Actinomycetota,unclassified Actinomycetota
1 member(s) 1 organism(s),actinobacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Actinomycetota bacterium],172,172,89%,2.00E-47,11.51,333,MFZ5848880.1,No,N/A,,,Actinomycetota,unclassified Actinomycetota
1 member(s) 1 organism(s),firmicutes,"Kiwa anti-phage protein KwaB-like domain-containing protein, partial [Limosilactobacillus reuteri]",169,169,82%,3.00E-47,24.22,252,WP_136001771.1,N/A,N/A,,Seems to only have ncKwaB,Bacillota,Lactobacillales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Ruminococcus sp.],170,170,71%,4.00E-47,25.35,297,MFR4333831.1,N/A,N/A ,,Seems to only have ncKwaB,Bacillota,Eubacteriales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Paraclostridium sordellii],170,170,98%,4.00E-47,24.92,296,WP_197096609.1,Yes,No,,,Bacillota,Peptostreptococcales
1 member(s) 1 organism(s),bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Thermoanaerobaculia bacterium],171,171,92%,4.00E-47,15.62,322,HKI85431.1,No,N/A,,,Thermoanaerobaculia,unclassified Thermoanaerobaculia
1 member(s) 1 organism(s),bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Aridibacter sp.],170,170,95%,4.00E-47,17.45,319,MGI8545706.1,No,N/A,,,Acidobacteria,Blastocatellales
1 member(s) 1 organism(s),firmicutes,DUF4868 domain-containing protein [Staphylococcus aureus],170,170,98%,4.00E-47,18.73,296,QOY78898.1,Yes,No,,,Bacillota,Bacillales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Clostridium nigeriense],170,170,98%,6.00E-47,24.92,297,WP_066895642.1,Yes,No,,,Bacillota,Eubacteriales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Ligilactobacillus salivarius],170,170,100%,6.00E-47,27.04,308,WP_147768785.1,Yes,No,,,Bacillota,Lactobacillales
1 member(s) 1 organism(s),euryarchaeotes,hypothetical protein INNEFFPN_00039 [Candidatus Methanophaga sp. ANME-1 ERB7],170,170,99%,7.00E-47,19.87,305,QNO56280.1,No,N/A,,,Methanobacteriota,Candidatus Methanophagales
1 member(s) 1 organism(s),firmicutes,DUF4868 domain-containing protein [Listeria monocytogenes],170,170,99%,8.00E-47,22.93,308,EJA0855064.1,Yes,No,,,Bacillota,Bacillales
2 member(s) 1 organism(s),high G+C Gram-positive bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Nocardioides sp. GY 10127],169,169,91%,1E-46+M443,10.56,312,WP_168929819.1,No,N/A,,,Actinomycetota,Propionibacteriales
20 member(s) 1 organism(s),E. coli,"Kiwa anti-phage protein KwaB-like domain-containing protein, partial [Escherichia coli]",168,168,81%,1.00E-46,13.33,275,WP_312701051.1,No,N/A,,,Pseudomonadota,Enterobacterales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Enterococcus malodoratus],169,169,99%,1.00E-46,19.05,317,WP_177184023.1,Yes,No,,,Bacillota,Lactobacillales
2 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Listeria aquatica],169,169,99%,2.00E-46,24.12,308,WP_345818601.1,Yes,No,,,Bacillota,Bacillales
1 member(s) 1 organism(s),CFB group bacteria,"Kiwa anti-phage protein KwaB-like domain-containing protein, partial [Bacteroides caccae]",167,167,79%,2.00E-46,14.62,262,WP_349900015.1,N/A,N/A,,Seems to only have ncKwaB,Bacteroidota,Bacteroidales
3 member(s) 1 organism(s),firmicutes,"DUF4868 domain-containing protein, partial [Clostridioides difficile]",165,165,62%,2.00E-46,43.09,192,WP_131076604.1,Yes,No,,,Bacillota,Peptostreptococcales
1 member(s) 1 organism(s),bacteria,DUF4868 domain-containing protein [bacterium],169,169,100%,3.00E-46,16.83,316,MBK9096838.1,No,N/A,,,unclassified Bacteria,unclassified Bacteria
3 member(s) 2 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Enterococcus faecalis],169,169,99%,3.00E-46,16.19,317,WP_002396892.1,Yes,No,,,Bacillota,Lactobacillales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Exiguobacterium sp. Leaf187],168,168,99%,3.00E-46,23.55,306,WP_055968546.1,Yes,No,,,Bacillota,Bacillales
1 member(s) 1 organism(s),viruses,MAG TPA: protein of unknown function (DUF4868) [Caudoviricetes sp.],168,168,98%,4.00E-46,25.5,307,DAZ24454.1,Yes,N/A ,,DUF722 beside,Uroviricota,Caudovirales
1 member(s) 1 organism(s),firmicutes,MULTISPECIES: Kiwa anti-phage protein KwaB-like domain-containing protein [Enterococcus],168,168,99%,6.00E-46,16.51,317,WP_311815380.1,Yes,No,,,Bacillota,Lactobacillales
1 member(s) 1 organism(s),high G+C Gram-positive bacteria,hypothetical protein [Pseudonocardiales bacterium],168,168,91%,6.00E-46,13.07,325,MDT4923665.1,No,N/A,,,Actinomycetota,Pseudonocardiales
1 member(s) 1 organism(s),actinobacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Thermoleophilaceae bacterium],168,168,99%,6.00E-46,16.18,318,MEX2197070.1,No,N/A,,,Actinomycetota,Thermoleophilales
5 member(s) 2 organism(s),firmicutes,MULTISPECIES: Kiwa anti-phage protein KwaB-like domain-containing protein [Enterococcus],167,167,99%,6.00E-46,16.67,315,WP_002409782.1,Yes,No,,,Bacillota,Lactobacillales
1 member(s) 1 organism(s),firmicutes,"Kiwa anti-phage protein KwaB-like domain-containing protein, partial [uncultured Secundilactobacillus sp.]",167,167,100%,9.00E-46,22.01,306,WP_288531553.1,Yes,No,,,Bacillota,Lactobacillales
1 member(s) 1 organism(s),GNS bacteria,DUF4868 domain-containing protein [Ktedonobacterales bacterium],163,163,63%,1.00E-45,21.24,200,MBA3826339.1,N/A,N/A,,Seems to only have ncKwaB,Chloroflexota,Ktedonobacterales
1 member(s) 1 organism(s),Bacillus rRNA group 1,MULTISPECIES: Kiwa anti-phage protein KwaB-like domain-containing protein [Bacillus],167,167,95%,1.00E-45,17.61,319,WP_075396486.1,No,N/A,,,Bacillota,Bacillales
1 member(s) 1 organism(s),euryarchaeotes,MAG: DUF4868 domain-containing protein [Methanosarcinales archaeon],167,167,98%,2.00E-45,18.15,314,RZN35454.1,N/A,N/A,,Seems to only have ncKwaB,Methanobacteriota,Methanosarcinales
1 member(s) 1 organism(s),archaea,DUF4868 domain-containing protein [Nanobdellota archaeon],166,166,97%,3.00E-45,15.79,317,MDP3918780.1,No,N/A,,,Nanobdellota,unclassified Nanobdellota
1 member(s) 1 organism(s),g-proteobacteria,DUF4868 domain-containing protein [Shewanella morhuae],162,162,64%,3.00E-45,15.84,211,WP_259650300.1,N/A,N/A,,Seems to only have ncKwaB,Pseudomonadota,Alteromonadales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Ligilactobacillus agilis],165,165,98%,4.00E-45,26.07,297,WP_270828670.1,Yes,No,,,Bacillota,Lactobacillales
1 member(s) 1 organism(s),bacteria,MAG: DUF4868 domain-containing protein [Ignavibacteriota bacterium],166,166,94%,4.00E-45,14.75,335,RPI16909.1,No,N/A,,,Ignavibacteriota,unclassified Ignavibacteriota
3 member(s) 2 organism(s),CFB group bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Bacteroides fragilis],162,162,74%,1.00E-44,13.87,250,MFK1876366.1,No,N/A,,,Bacteroidota,Bacteroidales
12 member(s) 1 organism(s),firmicutes,"Kiwa anti-phage protein KwaB-like domain-containing protein, partial [Enterococcus faecalis]",160,160,60%,1.00E-44,29.83,181,WP_143343970.1,No,N/A,,,Bacillota,Lactobacillales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Liquorilactobacillus nagelii],161,161,73%,1.00E-44,27.93,230,WP_278749892.1,Yes,No,,,Bacillota,Lactobacillales
1 member(s) 1 organism(s),GNS bacteria,MAG: hypothetical protein NVSMB38_38900 [Ktedonobacteraceae bacterium],164,164,96%,2.00E-44,13.52,344,GAC1356951.1,No,N/A,,,Chloroflexota,Ktedonobacterales
1 member(s) 1 organism(s),actinobacteria,DUF4868 domain-containing protein [Actinomycetota bacterium],164,164,91%,2.00E-44,10.49,339,MBV9593547.1,No,N/A,,,Actinomycetota,unclassified Actinomycetota
8 member(s) 2 organism(s),firmicutes,MULTISPECIES: Kiwa anti-phage protein KwaB-like domain-containing protein [Staphylococcus],163,163,98%,2.00E-44,18.67,298,WP_153934806.1,Yes,No,,,Bacillota,Bacillales
1 member(s) 1 organism(s),actinobacteria,DUF4868 domain-containing protein [Microthrixaceae bacterium],163,163,94%,2.00E-44,12.59,299,HMR94735.1,No,N/A,,,Actinomycetota,Acidimicrobiales
2 member(s) 2 organism(s),firmicutes,MULTISPECIES: Kiwa anti-phage protein KwaB-like domain-containing protein [Staphylococcus],163,163,98%,3.00E-44,19.67,297,WP_390332386.1,Yes,No,,,Bacillota,Bacillales
2 member(s) 2 organism(s),Bacillus rRNA group 1,MULTISPECIES: Kiwa anti-phage protein KwaB-like domain-containing protein [Bacillus],162,162,94%,4.00E-44,16.78,305,WP_046198547.1,Yes,Yes,PDC-M62,,Bacillota,Bacillales
3 member(s) 2 organism(s),high G+C Gram-positive bacteria,hypothetical protein [Pseudonocardiales bacterium],163,163,89%,5.00E-44,12.19,329,MDQ1753014.1,No,N/A,,,Actinomycetota,Pseudonocardiales
1 member(s) 1 organism(s),g-proteobacteria,"Kiwa anti-phage protein KwaB-like domain-containing protein, partial [Aeromonas australiensis]",160,160,68%,5.00E-44,15.02,223,WP_235466407.1,N/A,N/A,,Seems to only have ncKwaB,Pseudomonadota,Aeromonadales
1 member(s) 1 organism(s),euryarchaeotes,DUF4868 domain-containing protein [Methanomicrobiales archaeon],162,162,98%,5.00E-44,17.03,317,MDI6719552.1,No,N/A,,,Methanobacteriota,Methanomicrobiales
1 member(s) 1 organism(s),bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Desulfobacula sp.],162,162,100%,6.00E-44,16.51,315,WP_413847681.1,No,N/A,,,Thermodesulfobacteriota,Desulfobacterales
1 member(s) 1 organism(s),CFB group bacteria,DUF4868 domain-containing protein [Bacteroidales bacterium],163,163,99%,7.00E-44,12.5,344,MCQ2960392.1,No,N/A,,,Bacteroidota,Bacteroidales
1 member(s) 1 organism(s),euryarchaeotes,DUF4868 domain-containing protein [Methanobacteriota archaeon],162,162,96%,7.00E-44,14.84,318,MBU4536014.1,No,N/A,,,Methanobacteriota,unclassified Methanobacteriota
1 member(s) 1 organism(s),E. coli,Kiwa anti-phage protein KwaB-like domain-containing protein [Escherichia coli],159,159,71%,7.00E-44,14.73,223,HFM4575465.1,N/A,N/A,,Seems to only have ncKwaB,Pseudomonadota,Enterobacterales
1 member(s) 1 organism(s),CFB group bacteria,"Kiwa anti-phage protein KwaB-like domain-containing protein, partial [Myroides sp. LoEW2-1]",161,161,88%,1.00E-43,14.09,299,WP_160339665.1,N/A,N/A,,Seems to only have ncKwaB,Bacteroidota,Flavobacteriales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Sarcina sp.],161,161,97%,2.00E-43,23.57,298,MGL4739753.1,Yes,No,,,Bacillota,Eubacteriales
